trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol
2020-05-22,425.0,435.15,416.52,419.42,,42047432,,,,,209.71,0.5,HDFCBANK
2020-05-26,428.5,435.88,424.38,426.2,,38005152,,,,,213.1,0.5,HDFCBANK
2020-05-27,429.95,454.9,428.58,451.83,,56025754,,,,,225.915,0.5,HDFCBANK
2020-05-28,460.0,475.0,456.98,472.62,,75488806,,,,,236.31,0.5,HDFCBANK
2020-05-29,472.0,477.5,461.73,475.83,,53025166,,,,,237.915,0.5,HDFCBANK
2020-06-01,487.5,497.5,483.05,493.83,,39190230,,,,,246.915,0.5,HDFCBANK
2020-06-02,493.35,502.5,487.6,500.5,,41623594,,,,,250.25,0.5,HDFCBANK
2020-06-03,510.0,523.12,507.73,511.12,,50546088,,,,,255.56,0.5,HDFCBANK
2020-06-04,514.03,519.47,495.55,500.85,,54275882,,,,,250.425,0.5,HDFCBANK
2020-06-05,501.55,521.2,501.4,516.67,,35195984,,,,,258.335,0.5,HDFCBANK
2020-06-08,530.0,533.33,503.2,507.95,,49812664,,,,,253.975,0.5,HDFCBANK
2020-06-09,510.0,513.38,489.77,493.65,,61844146,,,,,246.825,0.5,HDFCBANK
2020-06-10,495.0,499.92,489.1,495.92,,36497730,,,,,247.96,0.5,HDFCBANK
2020-06-11,492.5,494.2,482.5,484.3,,30897714,,,,,242.15,0.5,HDFCBANK
2020-06-12,464.0,493.33,464.0,491.38,,42644876,,,,,245.69,0.5,HDFCBANK
2020-06-15,484.0,487.0,471.5,474.92,,32009936,,,,,237.46,0.5,HDFCBANK
2020-06-16,487.5,496.98,476.0,495.2,,45399970,,,,,247.6,0.5,HDFCBANK
2020-06-17,494.5,499.45,486.62,489.62,,36957838,,,,,244.81,0.5,HDFCBANK
2020-06-18,490.0,512.45,486.0,509.98,,40870126,,,,,254.99,0.5,HDFCBANK
2020-06-19,508.98,521.5,506.08,516.67,,47877752,,,,,258.335,0.5,HDFCBANK
2020-06-22,519.72,522.97,511.9,514.38,,29694474,,,,,257.19,0.5,HDFCBANK
2020-06-23,519.5,522.5,508.27,521.15,,28830512,,,,,260.575,0.5,HDFCBANK
2020-06-24,524.25,528.75,515.03,516.25,,39429246,,,,,258.125,0.5,HDFCBANK
2020-06-25,510.95,524.5,503.5,514.38,,70646790,,,,,257.19,0.5,HDFCBANK
2020-06-26,520.5,531.5,514.0,528.22,,39969138,,,,,264.11,0.5,HDFCBANK
2020-06-29,518.5,541.3,518.5,538.03,,46005956,,,,,269.015,0.5,HDFCBANK
2020-06-30,537.0,539.28,528.15,532.92,,35746130,,,,,266.46,0.5,HDFCBANK
2020-07-01,532.92,548.0,530.65,542.3,,34846718,,,,,271.15,0.5,HDFCBANK
2020-07-02,545.15,555.62,542.6,544.7,,36954496,,,,,272.35,0.5,HDFCBANK
2020-07-03,546.5,547.9,535.0,536.97,,27597254,,,,,268.485,0.5,HDFCBANK
2020-07-06,553.97,559.95,550.0,551.5,,35558216,,,,,275.75,0.5,HDFCBANK
2020-07-07,554.7,555.85,546.53,552.58,,24349850,,,,,276.29,0.5,HDFCBANK
2020-07-08,553.5,562.45,552.5,555.17,,30056350,,,,,277.585,0.5,HDFCBANK
2020-07-09,559.0,564.85,553.62,562.47,,20114484,,,,,281.235,0.5,HDFCBANK
2020-07-10,558.95,560.0,549.78,552.55,,17562978,,,,,276.275,0.5,HDFCBANK
2020-07-13,554.95,556.5,535.65,540.12,,29922114,,,,,270.06,0.5,HDFCBANK
2020-07-14,531.3,534.45,525.0,529.42,,26612674,,,,,264.71,0.5,HDFCBANK
2020-07-15,535.1,539.5,525.05,526.58,,20974394,,,,,263.29,0.5,HDFCBANK
2020-07-16,526.83,532.75,517.05,531.28,,23662456,,,,,265.64,0.5,HDFCBANK
2020-07-17,529.53,552.0,529.15,549.22,,28405738,,,,,274.61,0.5,HDFCBANK
2020-07-20,567.5,576.45,562.08,566.53,,65124096,,,,,283.265,0.5,HDFCBANK
2020-07-21,576.03,578.97,567.0,569.28,,47512422,,,,,284.64,0.5,HDFCBANK
2020-07-22,569.25,572.25,558.78,563.17,,24718012,,,,,281.585,0.5,HDFCBANK
2020-07-23,562.5,571.95,558.12,565.2,,20149122,,,,,282.6,0.5,HDFCBANK
2020-07-24,561.45,561.45,550.62,559.55,,19598440,,,,,279.775,0.5,HDFCBANK
2020-07-27,549.92,551.5,537.67,539.75,,37970094,,,,,269.875,0.5,HDFCBANK
2020-07-28,539.5,547.2,529.75,543.33,,35596450,,,,,271.665,0.5,HDFCBANK
2020-07-29,540.5,544.25,527.78,532.3,,33592086,,,,,266.15,0.5,HDFCBANK
2020-07-30,537.0,541.83,523.35,525.33,,26956266,,,,,262.665,0.5,HDFCBANK
2020-07-31,528.85,528.85,510.02,516.4,,37726696,,,,,258.2,0.5,HDFCBANK
2020-08-03,512.97,513.47,496.5,501.0,,31783542,,,,,250.5,0.5,HDFCBANK
2020-08-04,504.0,530.53,501.5,520.83,,60306168,,,,,260.415,0.5,HDFCBANK
2020-08-05,523.97,527.9,510.0,513.78,,33221360,,,,,256.89,0.5,HDFCBANK
2020-08-06,518.5,527.5,513.12,520.35,,33646888,,,,,260.175,0.5,HDFCBANK
2020-08-07,517.42,523.6,510.3,521.92,,24836784,,,,,260.96,0.5,HDFCBANK
2020-08-10,522.0,532.0,521.9,525.33,,22172854,,,,,262.665,0.5,HDFCBANK
2020-08-11,524.25,535.5,524.25,533.33,,20136148,,,,,266.665,0.5,HDFCBANK
2020-08-12,532.5,533.0,524.0,531.85,,20666432,,,,,265.925,0.5,HDFCBANK
2020-08-13,533.97,535.67,528.25,529.53,,19892740,,,,,264.765,0.5,HDFCBANK
2020-08-14,532.95,532.95,513.65,517.22,,20924512,,,,,258.61,0.5,HDFCBANK
2020-08-17,523.5,523.5,510.1,516.38,,19561012,,,,,258.19,0.5,HDFCBANK
2020-08-18,514.0,530.83,511.0,528.25,,24040824,,,,,264.125,0.5,HDFCBANK
2020-08-19,532.5,534.9,528.12,533.3,,17715624,,,,,266.65,0.5,HDFCBANK
2020-08-20,527.47,534.47,526.0,529.5,,19216734,,,,,264.75,0.5,HDFCBANK
2020-08-21,532.7,544.4,532.3,542.83,,28924302,,,,,271.415,0.5,HDFCBANK
2020-08-24,543.0,561.47,542.83,558.53,,36779740,,,,,279.265,0.5,HDFCBANK
2020-08-25,559.5,563.5,553.1,559.85,,27601738,,,,,279.925,0.5,HDFCBANK
2020-08-26,560.5,565.88,554.75,559.22,,25190062,,,,,279.61,0.5,HDFCBANK
2020-08-27,562.9,564.95,553.12,556.05,,20645996,,,,,278.025,0.5,HDFCBANK
2020-08-28,555.97,562.5,547.5,557.25,,38696610,,,,,278.625,0.5,HDFCBANK
2020-08-31,564.75,574.4,550.35,557.92,,38501166,,,,,278.96,0.5,HDFCBANK
2020-09-01,564.0,571.8,554.0,563.65,,28877884,,,,,281.825,0.5,HDFCBANK
2020-09-02,562.05,569.5,560.35,567.08,,19761682,,,,,283.54,0.5,HDFCBANK
2020-09-03,568.62,572.97,564.0,565.45,,19833362,,,,,282.725,0.5,HDFCBANK
2020-09-04,555.0,562.7,552.2,559.65,,23661370,,,,,279.825,0.5,HDFCBANK
2020-09-07,558.15,559.75,549.5,555.25,,17615466,,,,,277.625,0.5,HDFCBANK
2020-09-08,557.0,559.4,551.5,556.22,,14624918,,,,,278.11,0.5,HDFCBANK
2020-09-09,550.5,555.0,545.62,548.25,,15728872,,,,,274.125,0.5,HDFCBANK
2020-09-10,551.5,552.42,542.0,545.28,,15188088,,,,,272.64,0.5,HDFCBANK
2020-09-11,548.22,552.42,535.5,539.33,,20794730,,,,,269.665,0.5,HDFCBANK
2020-09-14,544.0,547.0,526.17,528.97,,21650590,,,,,264.485,0.5,HDFCBANK
2020-09-15,534.0,538.08,529.05,535.25,,16505110,,,,,267.625,0.5,HDFCBANK
2020-09-16,535.1,548.0,534.17,546.83,,18710112,,,,,273.415,0.5,HDFCBANK
2020-09-17,542.0,547.0,539.0,541.8,,18318686,,,,,270.9,0.5,HDFCBANK
2020-09-18,546.0,546.1,523.6,528.65,,23481778,,,,,264.325,0.5,HDFCBANK
2020-09-21,527.5,535.67,520.75,524.65,,19842878,,,,,262.325,0.5,HDFCBANK
2020-09-22,527.03,529.08,514.75,517.7,,18620678,,,,,258.85,0.5,HDFCBANK
2020-09-23,523.0,527.5,517.17,523.62,,16079828,,,,,261.81,0.5,HDFCBANK
